,file_name,timestamp,updates_num,diff_updates_num,withdrawls_num,diff_withdrawls_num,peers_num,diff_peers_num,origins_num,diff_origins_num,prefixes_num,diff_prefixes_num,avg_update_per_peer,avg_update_per_origin,avg_prefix_per_peer,avg_prefix_per_origin,new_prefixes_num,more_specific_num,origins_of_new_prefixes,peers_of_new_prefixes,origins_of_more_specific_prefixes,peers_of_more_specific_prefixes,new_peers_num,new_origins_num,Leak_type
422,Moratel6Nov2012from230to3/rrc13\updates.20121106.0310.txt,310,11963,5457,1141,185,9,0,278,109,1091,528,1456,47,498,4,802,0,178,9,0,0,0,167,1
423,Moratel6Nov2012from230to3/rrc13\updates.20121106.0315.txt,315,11107,-856,1558,417,9,0,263,-15,1029,-62,1407,48,430,4,722,2,158,9,1,1,0,81,1
424,Moratel6Nov2012from230to3/rrc13\updates.20121106.0330.txt,330,6101,-5006,904,-654,9,0,157,-106,554,-475,778,44,190,3,259,0,74,8,0,0,0,47,1
425,Moratel6Nov2012from230to3/rrc13\updates.20121106.0400.txt,400,7743,1642,2068,1164,9,0,168,11,731,177,1090,58,367,4,470,1,87,9,1,1,0,86,1
426,Moratel6Nov2012from230to3/rrc13\updates.20121106.0430.txt,430,36155,28412,5881,3813,9,0,816,648,10382,9651,4670,51,3212,12,10089,0,672,9,0,0,0,733,0
427,Moratel6Nov2012from230to3/rrc13\updates.20121106.0500.txt,500,7304,-28851,1298,-4583,10,1,170,-646,783,-9599,860,50,248,4,487,0,81,10,0,0,1,68,0
428,Moratel6Nov2012from230to3/rrc13\updates.20121106.0530.txt,530,6963,-341,1130,-168,9,-1,267,97,1059,276,899,30,285,4,761,0,169,9,0,0,0,167,0
429,Moratel6Nov2012from230to3/rrc13\updates.20121106.0600.txt,600,8726,1763,1205,75,11,2,207,-60,966,-93,902,47,300,4,659,0,112,11,0,0,2,104,0
430,Moratel6Nov2012from230to3/rrc13\updates.20121106.0630.txt,630,12146,3420,1462,257,9,-2,581,374,3314,2348,1512,23,656,5,3038,1,493,9,1,1,0,473,0
431,Moratel6Nov2012from230to3/rrc13\updates.20121106.0700.txt,700,10327,-1819,1664,202,9,0,223,-358,1106,-2208,1332,53,439,5,802,0,151,9,0,0,0,122,0
432,Moratel6Nov2012from230to3/rrc13\updates.20121106.0730.txt,730,9940,-387,1580,-84,9,0,269,46,1154,48,1280,42,468,4,850,0,176,9,0,0,0,161,0
433,Moratel6Nov2012from230to3/rrc13\updates.20121106.0800.txt,800,9092,-848,1036,-544,9,0,230,-39,861,-293,1125,44,351,3,506,23,124,9,2,1,0,112,0
434,Moratel6Nov2012from230to3/rrc13\updates.20121106.0830.txt,830,8462,-630,1617,581,9,0,183,-47,925,64,1119,55,395,5,642,0,105,9,0,0,0,84,0
435,Moratel6Nov2012from230to3/rrc13\updates.20121106.0900.txt,900,8597,135,1433,-184,9,0,211,28,985,60,1114,47,339,4,673,0,118,9,0,0,0,107,0
436,Moratel6Nov2012from230to3/rrc13\updates.20121106.0930.txt,930,7715,-882,1151,-282,9,0,198,-13,768,-217,985,44,315,4,467,0,97,9,0,0,0,101,0
437,Moratel6Nov2012from230to3/rrc13\updates.20121106.1000.txt,1000,9664,1949,1483,332,10,1,271,73,1237,469,1114,41,420,4,961,0,196,10,0,0,1,177,0
438,Moratel6Nov2012from230to3/rrc13\updates.20121106.1100.txt,1100,15635,5971,3025,1542,11,1,310,39,1627,390,1696,60,497,5,1424,0,181,9,0,0,1,195,0
439,Moratel6Nov2012from230to3/rrc13\updates.20121106.1200.txt,1200,10180,-5455,1451,-1574,9,-2,254,-56,1551,-76,1292,45,474,6,1344,0,145,9,0,0,0,163,0
440,Moratel6Nov2012from230to3/rrc13\updates.20121106.1300.txt,1300,9578,-602,1468,17,9,0,235,-19,964,-587,1227,47,489,4,789,0,149,9,0,0,0,148,0
441,Moratel6Nov2012from230to3/rrc13\updates.20121106.1400.txt,1400,7545,-2033,1273,-195,9,0,224,-11,809,-155,979,39,278,3,526,0,125,9,0,0,0,124,0
442,Moratel6Nov2012from230to3/rrc13\updates.20121106.1500.txt,1500,6967,-578,1156,-117,9,0,196,-28,792,-17,902,41,237,4,593,0,112,9,0,0,0,87,0
443,Moratel6Nov2012from230to3/rrc13\updates.20121106.1600.txt,1600,11541,4574,1430,274,10,1,228,32,1025,233,1297,56,435,4,824,0,123,10,0,0,1,122,0
444,Moratel6Nov2012from230to3/rrc13\updates.20121106.1700.txt,1700,16176,4635,2838,1408,10,0,256,28,1940,915,1901,74,768,7,1798,0,117,10,0,0,0,161,0
445,Moratel6Nov2012from230to3/rrc13\updates.20121106.1800.txt,1800,11591,-4585,2746,-92,9,-1,234,-22,1364,-576,1593,61,559,6,1157,0,138,8,0,0,0,134,0
446,Moratel6Nov2012from230to3/rrc13\updates.20121106.1900.txt,1900,6517,-5074,1612,-1134,9,0,173,-61,675,-689,903,46,241,4,547,0,96,8,0,0,0,77,0
447,Moratel6Nov2012from230to3/rrc13\updates.20121106.2000.txt,2000,8393,1876,1569,-43,9,0,474,301,1900,1225,1106,21,369,3,1708,1,381,9,1,1,0,378,0
448,Moratel6Nov2012from230to3/rrc13\updates.20121106.2100.txt,2100,7975,-418,1685,116,9,0,188,-286,638,-1262,1073,51,270,3,477,0,115,9,0,0,0,80,0
449,Moratel6Nov2012from230to3/rrc13\updates.20121106.2200.txt,2200,8491,516,1238,-447,9,0,233,45,806,168,1081,41,383,3,607,0,139,9,0,0,0,132,0
450,Moratel6Nov2012from230to3/rrc13\updates.20121106.2300.txt,2300,12585,4094,1821,583,9,0,680,447,3201,2395,1600,21,736,4,2929,0,573,9,0,0,0,564,0
451,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0100.txt,100,19255,5716,1354,-277,13,0,367,112,1554,493,1585,56,542,4,1164,1,247,12,1,1,0,242,0
452,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0200.txt,200,32857,13602,2710,1356,14,1,339,-28,2192,638,2540,104,774,6,1722,0,198,12,0,0,1,183,0
453,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0300.txt,300,15715,-17142,1394,-1316,13,-1,326,-13,1892,-300,1316,52,492,6,1588,0,219,12,0,0,0,176,0
454,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0400.txt,400,11816,-3899,1287,-107,14,1,220,-106,790,-1102,935,59,234,3,457,0,116,12,0,0,1,109,0
455,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0500.txt,500,15046,3230,1549,262,13,-1,239,19,874,84,1276,69,328,3,611,0,144,12,0,0,0,131,0
456,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0600.txt,600,18998,3952,1621,72,12,-1,379,140,1685,811,1718,54,451,4,1343,0,292,11,0,0,0,273,0
457,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0700.txt,700,125898,106900,12771,11150,13,1,286,-93,2949,1264,10666,484,1944,10,2666,0,195,12,0,0,1,179,0
458,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0800.txt,800,49246,-76652,2248,-10523,13,0,1948,1662,14329,11380,3961,26,1987,7,14009,1,1857,13,1,1,1,1829,0
459,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.0900.txt,900,19116,-30130,1514,-734,14,1,600,-1348,3441,-10888,1473,34,581,5,3132,1,506,13,1,1,1,437,0
460,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1000.txt,1000,19001,-115,2324,810,14,0,315,-285,1286,-2155,1523,67,375,4,939,0,204,12,0,0,0,200,0
461,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1100.txt,1100,36995,17994,1516,-808,14,0,332,17,3142,1856,2750,115,1092,9,2884,0,221,14,0,0,1,214,0
462,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1200.txt,1200,14937,-22058,1288,-228,14,0,278,-54,1022,-2120,1158,58,300,3,719,0,188,13,0,0,1,160,0
463,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1300.txt,1300,57298,42361,3650,2362,13,-1,563,285,4397,3375,4688,108,1263,7,4123,0,476,12,0,0,0,452,0
464,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1400.txt,1400,34616,-22682,2962,-688,14,1,490,-73,2524,-1873,2684,76,647,5,2205,0,392,13,0,0,1,352,0
465,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1500.txt,1500,15930,-18686,1767,-1195,13,-1,326,-164,1609,-915,1361,54,357,5,1313,1,225,13,1,1,0,174,0
466,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1600.txt,1600,23144,7214,1281,-486,14,1,453,127,2531,922,1744,53,601,5,2206,0,364,13,0,0,1,325,0
467,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1700.txt,1700,23677,533,2074,793,13,-1,331,-122,2488,-43,1980,77,534,7,2219,1,240,12,1,1,0,198,0
468,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1800.txt,1800,21577,-2100,2791,717,13,0,322,-9,2171,-317,1874,75,506,7,1876,0,235,13,0,0,0,185,0
469,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.1900.txt,1900,21897,320,1488,-1303,13,0,372,50,2309,138,1798,62,555,6,2026,0,279,12,0,0,0,242,0
470,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2000.txt,2000,30811,8914,2825,1337,14,1,453,81,2996,687,2402,74,730,6,2684,3,363,12,1,2,1,305,0
471,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2100.txt,2100,18025,-12786,2040,-785,13,-1,296,-157,1762,-1234,1543,67,436,6,1510,0,219,12,0,0,0,183,0
472,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2115.txt,2115,51030,33005,4652,2612,12,-1,565,269,2610,848,4640,98,1162,4,2344,0,417,12,0,0,0,458,0
473,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2120.txt,2120,29700,-21330,3042,-1610,13,1,457,-108,2031,-579,2518,71,706,4,1757,0,311,12,0,0,1,121,0
474,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2125.txt,2125,53295,23595,4483,1441,13,0,815,358,4868,2837,4444,70,1874,6,4627,0,679,13,0,0,0,478,0
475,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2135.txt,2135,39221,-14074,4408,-75,12,-1,831,16,3530,-1338,3635,52,1214,4,3218,0,484,12,0,0,0,619,0
476,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2140.txt,2140,48601,9380,4550,142,13,1,1476,645,6421,2891,4088,36,1695,4,6116,0,1356,13,0,0,1,817,0
477,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2145.txt,2145,27726,-20875,2464,-2086,13,0,771,-705,3359,-3062,2322,39,1080,4,3061,0,638,13,0,0,0,156,0
478,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2150.txt,2150,30286,2560,3281,817,13,0,802,31,3131,-228,2582,41,1139,3,2863,0,710,12,0,0,0,218,0
479,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2155.txt,2155,30253,-33,3482,201,13,0,945,143,7419,4288,2595,35,1154,7,7157,4,848,12,2,1,0,698,0
480,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2200.txt,2200,21992,-8261,1465,-2017,13,0,580,-365,2277,-5142,1804,40,821,4,1973,0,487,13,0,0,0,423,0
481,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2205.txt,2205,13996,-7996,3358,1893,13,0,328,-252,1748,-529,1334,52,377,5,1450,1,224,13,1,1,0,175,0
482,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2210.txt,2210,23820,9824,2678,-680,12,-1,400,72,2284,536,2208,66,862,5,1977,1,308,12,1,1,0,227,0
483,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2215.txt,2215,18377,-5443,2839,161,14,2,383,-17,1391,-893,1515,55,495,3,1156,0,295,12,0,0,2,163,0
484,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2220.txt,2220,16462,-1915,1224,-1615,12,-2,336,-47,1685,294,1473,52,465,5,1433,0,242,12,0,0,0,171,0
485,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2225.txt,2225,14946,-1516,1083,-141,12,0,290,-46,1658,-27,1335,55,448,5,1422,0,205,12,0,0,0,134,0
486,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2230.txt,2230,11810,-3136,1297,214,13,1,257,-33,946,-712,1008,51,268,3,709,0,178,12,0,0,1,106,0
487,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2235.txt,2235,17015,5205,1008,-289,14,1,359,102,1948,1002,1287,50,484,5,1687,0,269,13,0,0,1,217,0
488,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2240.txt,2240,21517,4502,2237,1229,13,-1,386,27,1596,-352,1827,61,540,4,1238,0,269,12,0,0,0,240,0
489,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2250.txt,2250,16012,-5505,1495,-742,12,-1,287,-99,1152,-444,1458,61,397,4,850,0,193,12,0,0,0,166,0
490,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2300.txt,2300,27985,11973,2408,913,14,2,633,346,4885,3733,2170,48,990,7,4608,1,505,13,1,1,2,513,1
491,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2305.txt,2305,28876,891,1397,-1011,13,-1,675,42,4499,-386,2328,44,1126,6,4217,0,565,12,0,0,0,365,1
492,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2310.txt,2310,24478,-4398,2910,1513,13,0,592,-83,3013,-1486,2106,46,740,5,2708,0,381,13,0,0,0,381,1
493,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2315.txt,2315,31350,6872,1639,-1271,13,0,771,179,8750,5737,2537,42,932,11,8487,0,679,12,0,0,1,578,1
494,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2320.txt,2320,47452,16102,1287,-352,13,0,2558,1787,27013,18263,3749,19,2578,10,26704,5,2465,12,1,1,1,2347,1
495,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2325.txt,2325,71469,24017,1964,677,13,0,3147,589,37473,10460,5648,23,3277,11,37162,0,3054,12,0,0,1,864,1
496,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2330.txt,2330,176672,105203,1139,-825,13,0,16908,13761,164066,126593,13677,10,13929,9,163553,44,16832,12,10,1,0,14548,1
497,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2335.txt,2335,14287,-162385,711,-428,13,0,308,-16600,1294,-162772,1153,48,387,4,967,0,206,11,0,0,0,103,1
498,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2340.txt,2340,20733,6446,903,192,14,1,455,147,1930,636,1545,47,530,4,1602,0,360,13,0,0,1,234,1
499,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2345.txt,2345,14806,-5927,937,34,13,-1,455,0,1701,-229,1211,34,324,3,1445,0,374,13,0,0,0,242,1
500,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2350.txt,2350,25318,10512,1337,400,13,0,926,471,5938,4237,2050,28,853,6,5656,0,829,12,0,0,0,759,1
501,Nijiria12Nov2018from2130to22/rrcc13\updates.20181112.2355.txt,2355,19461,-5857,1093,-244,13,0,624,-302,4932,-1006,1581,32,625,8,4709,2,543,13,1,1,0,447,1
502,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2400.txt,2400,190706,171245,902,-191,14,1,17563,16939,170424,165492,13686,10,12626,9,169807,0,17478,12,0,0,1,17261,1
503,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2405.txt,2405,18140,-172566,1163,261,13,-1,738,-16825,4651,-165773,1484,26,687,6,4298,0,630,12,0,0,0,121,1
504,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2410.txt,2410,31134,12994,3625,2462,12,-1,777,39,3833,-818,2896,44,1070,5,3469,0,595,12,0,0,0,461,1
505,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2415.txt,2415,34654,3520,5053,1428,13,1,1276,499,5707,1874,3054,31,885,4,5378,0,1089,11,0,0,1,928,1
506,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2420.txt,2420,21969,-12685,1380,-3673,14,1,392,-884,1667,-4040,1667,59,523,4,1327,0,286,11,0,0,1,163,1
507,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2425.txt,2425,51192,29223,3059,1679,13,-1,1403,1011,5294,3627,4173,38,1119,3,4978,0,1254,12,0,0,0,1198,1
508,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2430.txt,2430,34368,-16824,3050,-9,12,-1,533,-870,2288,-3006,3118,70,1001,4,1969,0,437,12,0,0,0,131,1
509,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2435.txt,2435,22152,-12216,1515,-1535,12,0,357,-176,2240,-48,1972,66,647,6,1880,0,259,11,0,0,0,194,1
510,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2440.txt,2440,289584,267432,2103,588,14,2,5743,5386,78974,76734,20834,50,6366,13,78568,9,5652,12,2,1,2,5492,1
511,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2445.txt,2445,318868,29284,1443,-660,14,0,2525,-3218,64202,-14772,22879,126,5057,25,63829,0,2433,13,0,0,0,165,1
512,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2450.txt,2450,387263,68395,1339,-104,14,0,2322,-203,62372,-1830,27757,167,5098,27,62082,0,2239,12,0,0,0,339,1
513,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2455.txt,2455,374692,-12571,1361,22,14,0,4191,1869,72664,10292,26860,89,5574,17,72293,0,4104,11,0,0,0,2143,1
514,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2500.txt,2500,330866,-43826,1076,-285,12,-2,2427,-1764,63171,-9493,27661,136,5458,26,62895,0,2342,10,0,0,0,348,1
515,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2505.txt,2505,310402,-20464,1235,159,13,1,3621,1194,69467,6296,23972,86,6179,19,69050,0,3520,11,0,0,1,1827,0
516,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2510.txt,2510,334016,23614,916,-319,13,0,4052,431,72200,2733,25764,82,5817,17,71781,0,3959,11,0,0,0,977,0
517,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2515.txt,2515,21325,-312691,2328,1412,12,-1,329,-3723,1147,-71053,1971,71,417,3,828,0,230,12,0,0,0,135,0
518,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2520.txt,2520,20437,-888,1267,-1061,12,0,254,-75,1418,271,1808,85,463,5,1155,0,174,11,0,0,0,111,0
519,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2525.txt,2525,61832,41395,1300,33,12,0,2299,2045,34262,32844,5261,27,3180,14,33925,0,2210,11,0,0,0,2133,0
520,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2530.txt,2530,70809,8977,1582,282,13,1,5501,3202,52893,18631,5568,13,4288,9,52428,0,5403,12,0,0,1,4315,0
521,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2535.txt,2535,15943,-54866,1326,-256,13,0,308,-5193,1977,-50916,1328,56,368,6,1705,0,227,13,0,0,0,147,0
522,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2540.txt,2540,50881,34938,3780,2454,12,-1,457,149,3426,1449,4555,119,1265,7,3096,0,349,12,0,0,0,321,0
523,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2545.txt,2545,19656,-31225,1386,-2394,12,0,413,-44,1541,-1885,1753,50,460,3,1188,0,319,12,0,0,0,170,0
524,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2550.txt,2550,17487,-2169,1288,-98,12,0,339,-74,1171,-370,1564,55,358,3,872,0,250,11,0,0,0,107,0
525,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2555.txt,2555,16562,-925,896,-392,12,0,362,23,1237,66,1454,48,406,3,909,0,265,10,0,0,0,192,0
526,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2600.txt,2600,16115,-447,1453,557,13,1,287,-75,1413,176,1351,61,301,5,1117,0,197,13,0,0,1,146,0
527,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2605.txt,2605,14928,-1187,1038,-415,12,-1,365,78,1210,-203,1330,43,361,3,944,0,277,12,0,0,0,220,0
528,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2630.txt,2630,20036,5108,1696,658,12,0,252,-113,1882,672,1811,86,459,7,1587,3,162,11,1,1,1,141,0
529,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2700.txt,2700,20145,109,1500,-196,12,0,349,97,2135,253,1803,62,448,6,1876,0,267,10,0,0,0,236,0
530,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2730.txt,2730,15638,-4507,1323,-177,11,-1,237,-112,1670,-465,1541,71,405,7,1407,0,156,10,0,0,0,116,0
531,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2800.txt,2800,23206,7568,2558,1235,12,1,252,15,1495,-175,2147,102,438,6,1230,0,153,11,0,0,1,136,0
532,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2830.txt,2830,25834,2628,6673,4115,14,2,354,102,1899,404,2321,91,774,5,1669,0,249,12,0,0,2,242,0
533,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2900.txt,2900,18707,-7127,1257,-5416,11,-3,268,-86,1531,-368,1814,74,463,5,1270,0,188,11,0,0,0,166,0
534,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.2930.txt,2930,19682,975,2539,1282,12,1,243,-25,1129,-402,1851,91,467,4,880,0,168,12,0,0,1,136,0
535,Nijiria12Nov2018from2130to22/rrcc13\updates.20181113.3000.txt,3000,17083,-2599,1697,-842,13,1,310,67,1213,84,1444,60,403,4,934,0,212,12,0,0,1,202,0
536,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0030.txt,30,9281,1011,626,-333,8,0,166,39,854,354,1238,59,537,5,785,0,121,8,0,0,0,114,0
537,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0100.txt,100,8145,-1136,409,-217,8,0,179,13,745,-109,1069,47,350,4,694,0,136,7,0,0,0,123,0
538,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0200.txt,200,10306,2161,971,562,8,0,149,-30,608,-137,1409,75,426,4,541,0,107,7,0,0,0,98,0
539,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0300.txt,300,12906,2600,752,-219,8,0,321,172,1364,756,1707,42,722,4,1319,4,285,8,1,1,0,271,0
540,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0400.txt,400,35400,22494,1367,615,8,0,234,-87,3253,1889,4595,157,1879,14,3205,11,195,7,1,2,0,174,0
541,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0500.txt,500,9594,-25806,1328,-39,8,0,259,25,1393,-1860,1365,42,615,5,1343,0,215,8,0,0,0,204,0
542,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0600.txt,600,24409,14815,690,-638,8,0,444,185,2786,1393,3137,56,1265,6,2727,0,408,8,0,0,0,309,0
543,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0700.txt,700,21001,-3408,2064,1374,8,0,657,213,3884,1098,2883,35,1419,5,3833,0,609,7,0,0,0,515,0
544,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0800.txt,800,11193,-9808,653,-1411,8,0,256,-401,994,-2890,1480,46,487,4,945,0,219,8,0,0,0,178,0
545,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.0900.txt,900,12277,1084,780,127,8,0,220,-36,1091,97,1632,59,691,5,1046,0,187,8,0,0,0,138,0
546,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1000.txt,1000,9231,-3046,867,87,8,0,185,-35,787,-304,1262,54,406,4,736,7,144,8,4,1,0,129,0
547,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1100.txt,1100,8361,-870,4260,3393,8,0,191,6,1717,930,1577,66,420,4,1669,0,151,8,0,0,0,126,0
548,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1200.txt,1200,6436,-1925,675,-3585,8,0,138,-53,399,-1318,888,51,215,3,346,0,88,8,0,0,0,82,0
549,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1300.txt,1300,7715,1279,446,-229,8,0,249,111,1132,733,1020,32,477,4,1091,0,213,8,0,0,0,200,0
550,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1400.txt,1400,8163,448,663,217,8,0,174,-75,794,-338,1103,50,359,4,741,0,139,8,0,0,0,118,0
551,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1500.txt,1500,2296683,2288520,488,-175,8,0,48085,47911,518843,518049,287146,47,286577,10,518342,163,47973,8,28,7,0,47913,1
552,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1505.txt,1505,6052,-2290631,470,-18,8,0,137,-47948,474,-518369,815,47,275,3,433,0,104,8,0,0,0,2,0
553,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1510.txt,1510,17863,11811,1122,652,8,0,202,65,2264,1790,2373,93,772,11,2149,0,169,8,0,0,0,122,0
554,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1515.txt,1515,5915,-11948,448,-674,8,0,127,-75,504,-1760,795,50,230,4,459,0,95,8,0,0,0,61,0
555,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1520.txt,1520,11044,5129,735,287,8,0,277,150,1101,597,1472,42,537,4,1058,0,244,8,0,0,0,206,0
556,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1525.txt,1525,10248,-796,689,-46,8,0,262,-15,929,-172,1367,41,484,3,880,0,227,8,0,0,0,72,0
557,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1530.txt,1530,7214,-3034,802,113,8,0,149,-113,682,-247,1002,53,306,4,636,0,115,8,0,0,0,71,0
558,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1535.txt,1535,10705,3491,775,-27,8,0,199,50,895,213,1435,57,465,4,849,0,165,8,0,0,0,115,0
559,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1540.txt,1540,6648,-4057,1022,247,8,0,238,39,1321,426,958,32,377,5,1270,0,190,8,0,0,0,135,0
560,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1545.txt,1545,9761,3113,1366,344,8,0,230,-8,1183,-138,1390,48,529,4,1128,0,179,8,0,0,0,123,0
561,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1550.txt,1550,12939,3178,1455,89,8,0,174,-56,873,-310,1799,82,504,4,824,0,140,8,0,0,0,77,0
562,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1555.txt,1555,9920,-3019,1169,-286,8,0,198,24,983,110,1386,56,521,5,938,0,161,8,0,0,0,118,0
563,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1600.txt,1600,9320,-600,943,-226,8,0,184,-14,599,-384,1282,55,394,3,544,0,145,8,0,0,0,99,0
564,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1610.txt,1610,15224,5904,1062,119,8,0,230,46,1968,1369,2035,70,819,8,1850,0,195,8,0,0,0,161,0
565,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1620.txt,1620,8734,-6490,650,-412,8,0,172,-58,756,-1212,1173,54,397,4,710,0,140,7,0,0,0,98,0
566,Internexa2ovt2014from1520to1550/rrcc15\updates.20141002.1630.txt,1630,11279,2545,747,97,8,0,206,34,952,196,1503,58,590,4,902,0,176,8,0,0,0,137,0
